Step,Segmentation Loss,Segmentation Task Weight,Segmentation Variance,Depth loss,Depth Task Weight,,Instance Loss,Instance Task Weight,
96000,0.039575018,-2.576868057,0.076011696,2.973582983,1.192580462,3.295574347,9.94769764,3.057252645,21.26904322
96100,0.077153422,-2.575686932,0.076101528,2.916780233,1.190748215,3.28954157,15.4921398,3.056531191,21.2537041
96200,0.033011708,-2.576230049,0.076060207,2.261348724,1.185541511,3.272458413,12.8824682,3.042241812,20.95216143
96300,0.02289875,-2.575952768,0.0760813,1.514088273,1.187002778,3.277243845,19.991827,3.031341553,20.72501765
96400,0.047526706,-2.575529814,0.076113486,1.564402103,1.186273694,3.27485533,7.77521467,3.033207178,20.76371886
96500,0.026825825,-2.577292442,0.075979445,1.736375332,1.18939352,3.285088264,13.940403,3.036746502,20.83733859
96600,0.054688077,-2.577253103,0.075982434,1.778532743,1.186169624,3.274514534,12.6147652,3.029903173,20.69522864
96700,0.054546155,-2.579192638,0.075835206,2.694656849,1.184951544,3.27052834,19.128212,3.022550344,20.54361823
96800,0.027705211,-2.579538345,0.075808994,2.841365337,1.183008075,3.264178342,7.75648737,3.027573347,20.64706848
96900,0.043158043,-2.579525232,0.075809988,1.852759361,1.184580326,3.269314487,8.91328335,3.026300907,20.62081303
97000,0.049063165,-2.580536127,0.07573339,2.128962517,1.185121655,3.271084743,12.4954634,3.019166231,20.4742138
97100,0.033424612,-2.580056906,0.075769692,2.261484623,1.18118751,3.258241102,10.0599871,3.025958538,20.61375431
97200,0.028161926,-2.580211878,0.075757951,2.197670221,1.182092905,3.261192432,23.960371,3.027012587,20.63549367
97300,0.025190996,-2.580978155,0.075699922,2.33477354,1.182995558,3.264137485,15.4374046,3.021534204,20.52275364
97400,0.031036729,-2.582652092,0.075573311,2.055130243,1.185599923,3.272649571,9.21013165,3.018995285,20.47071412
97500,0.035268281,-2.581985712,0.075623688,2.805426359,1.184593678,3.269358138,22.0800858,3.021844387,20.52912043
97600,0.032028101,-2.582565069,0.075579888,2.268443823,1.184638023,3.269503124,9.54775238,3.021452188,20.52107052
97700,0.026652083,-2.583325624,0.075522427,2.748325109,1.180859804,3.257173531,10.2864256,3.016095877,20.41144712
97800,0.034686498,-2.583659887,0.075497187,2.412550688,1.184655428,3.269560028,14.1621599,3.011373758,20.31528906
97900,0.026077185,-2.584147692,0.075460368,2.130826235,1.18516016,3.271210697,15.0731926,3.017619848,20.4425773
98000,0.034947343,-2.584648609,0.075422578,1.872134328,1.186355233,3.27512237,12.4325609,3.02260828,20.54480848
98100,0.034898072,-2.58502388,0.075394279,2.838241577,1.18710804,3.277588832,14.2764645,3.018498182,20.4605406
98200,0.041350022,-2.586032391,0.075318282,1.714066982,1.189110756,3.284159489,15.790741,3.020189285,20.49517075
98300,0.039515369,-2.58653307,0.075280581,1.964433312,1.189525008,3.285520242,34.158699,3.020903587,20.50981572
98400,0.029159557,-2.587646008,0.075196845,3.368704319,1.188025951,3.28059875,20.754097,3.020713806,20.50592372
98500,0.035712853,-2.588978052,0.075096746,4.651602268,1.188139796,3.28097225,11.7132921,3.027701139,20.64970719
98600,0.040817998,-2.589130878,0.07508527,4.062104225,1.185496926,3.272312516,18.8513851,3.024739504,20.58864075
98700,0.032440122,-2.589319944,0.075071075,2.728257179,1.18479538,3.270017641,13.9427691,3.02619195,20.61856637
98800,0.036501475,-2.590523958,0.074980743,2.192368507,1.184308529,3.268426018,11.5152464,3.022392988,20.54038582
98900,0.041934684,-2.591193676,0.074930544,2.034851074,1.182591438,3.26281865,18.0409412,3.025299788,20.60017946
99000,0.039972801,-2.592094421,0.074863081,2.489738464,1.181176305,3.258204591,11.9531536,3.020871162,20.50915071
99100,0.037177287,-2.591738701,0.074889716,2.96968174,1.181324601,3.258687807,12.0174742,3.020938635,20.51053455
99200,0.031479269,-2.592061043,0.07486558,2.068177462,1.180113196,3.254742607,8.46487617,3.017605543,20.44228487
