Step,Segmentation Loss,Segmentation Task Weight,Segmentation Variance,Depth loss,Depth Task Weight,,Instance Loss,Instance Task Weight,
24000,0.088552892,-1.986553073,0.137167418,6.773905277,1.657946587,5.248522386,48.2015266,3.616305828,37.19989089
24100,0.049262635,-1.956889749,0.141297208,4.223581791,1.68475759,5.391143908,15.9564753,3.643294573,38.21754001
24200,0.042101491,-1.960027456,0.140854554,3.964341164,1.644345164,5.177618307,14.8019419,3.531185627,34.16444991
24300,0.060140323,-1.958076954,0.141129559,3.182040691,1.720649242,5.588155354,19.0456219,3.596657753,36.47611829
24400,0.057292804,-1.972380042,0.139125338,4.370867729,1.638657212,5.148251859,29.6077728,3.548149109,34.74894142
24500,0.089097083,-1.944476247,0.143062133,4.229080677,1.677479386,5.352048508,68.993576,3.672277689,39.34141139
24600,0.051989935,-1.959829688,0.140882413,5.129767895,1.690648317,5.422995388,24.5629921,3.512247324,33.52352141
24700,0.05378852,-1.928277612,0.145398415,2.91728878,1.671001911,5.317492785,17.7420368,3.588131905,36.1664504
24800,0.049989779,-1.919084549,0.146741235,4.356197357,1.660168767,5.260198517,33.3581924,3.584383726,36.03114582
24900,0.071434341,-1.944308162,0.143086182,3.32856822,1.665207148,5.286768278,14.3875751,3.491220713,32.82599437
25000,0.121293627,-1.982944727,0.137663259,8.767587662,1.652631402,5.220699527,101.746513,3.654751778,38.65792416
25100,0.051384024,-1.976674318,0.138529176,4.173703194,1.735774994,5.673322891,29.7076302,3.634854078,37.8963226
25200,0.055696312,-1.991010666,0.136557342,3.063748598,1.652443051,5.219716298,14.6532965,3.553706646,34.94259758
25300,0.045397885,-2.009581327,0.134044784,2.415312767,1.679533243,5.363052146,39.141346,3.599413633,36.57678075
25400,0.082427599,-2.031233072,0.131173675,3.278262138,1.652183414,5.218361238,10.895483,3.56977582,35.50863193
25500,0.046021722,-2.036416769,0.13049547,4.113458157,1.624512076,5.075941761,25.0311031,3.630818844,37.74371017
25600,0.056764819,-1.978179574,0.138320811,2.480942965,1.685479045,5.395034777,18.4577007,3.594100475,36.3829579
25700,0.059971243,-1.979828,0.138092987,3.107675076,1.655177116,5.234006869,11.5818996,3.563122749,35.27317462
25800,0.048118275,-1.984888077,0.137395991,3.669593811,1.673205495,5.329223245,19.9720936,3.560346603,35.17538694
25900,0.045058694,-2.008522272,0.13418682,3.089051962,1.675756693,5.342836506,34.888546,3.518821716,33.74464427
26000,0.056885216,-1.986483335,0.137176984,3.099555969,1.684676766,5.390708193,13.5942812,3.610818148,36.99630888
26100,0.062075004,-1.992291212,0.136382586,3.702432394,1.708724737,5.521915092,19.6033344,3.54529047,34.6497486
26200,0.084378332,-1.987595558,0.137024497,4.042803764,1.661564231,5.267544059,12.9245758,3.650526047,38.49491085
26300,0.075814538,-1.988675594,0.136876586,4.799125671,1.677692175,5.353187484,30.9369106,3.628513098,37.65678301
26400,0.043968558,-1.999876738,0.135351966,4.128013134,1.638503671,5.147461449,22.5522766,3.546031952,34.67545028
26500,0.092821486,-1.988490105,0.136901977,5.256874561,1.647297382,5.192926351,28.3485394,3.630086184,37.71606698
26600,0.058659252,-1.934616685,0.144479639,2.368019342,1.673904777,5.332951176,11.3808002,3.607231617,36.86385814
26700,0.114544556,-1.958434701,0.141079079,4.989573002,1.661928177,5.269461509,19.8154831,3.59076643,36.26185745
26800,0.050332762,-1.986813068,0.137131759,2.846168041,1.667226195,5.297453298,12.390625,3.583314896,35.99265521
26900,0.053897545,-2.007734537,0.134292565,3.056891441,1.63424933,5.125608909,18.533617,3.631740093,37.77849756
27000,0.096937008,-2.038204432,0.130262396,3.54770565,1.644909024,5.180538582,26.0131149,3.58362627,36.00386415
27100,0.050369971,-1.975929856,0.138632344,3.239318848,1.629326582,5.100438834,19.0858669,3.581346989,35.92189466
27200,0.059861276,-1.989001393,0.136831999,3.039726257,1.629145384,5.099514728,14.0732937,3.605519295,36.80078935
27300,0.062184285,-2.012717962,0.133624993,4.169393539,1.607217193,4.988908721,15.1168489,3.584788799,36.04574403
27400,0.091856971,-1.997389555,0.13568903,4.613919258,1.659816504,5.258345868,19.6343098,3.619894266,37.33362019
27500,0.033174776,-2.025078535,0.131983477,3.716880083,1.611775756,5.011702892,12.846797,3.547678947,34.73260765
27600,0.050898891,-2.042149782,0.129749478,3.761521578,1.614218116,5.023958234,45.5469475,3.478600025,32.41431108
27700,0.073685683,-2.035396338,0.130628699,4.003146648,1.62554729,5.081199165,23.0061016,3.509346962,33.42643192
27800,0.042177409,-2.014507771,0.133386044,3.785724163,1.651727557,5.215982957,8.69424248,3.563807487,35.29733578
27900,0.054845657,-2.046867132,0.129138845,3.620347738,1.635276556,5.130876776,24.0062447,3.553677797,34.94158955
28000,0.078695752,-2.028051853,0.131591631,2.687527657,1.687666297,5.406847993,21.0740891,3.760260344,42.95960878
28100,0.07125333,-2.030031204,0.131331423,3.935576677,1.677667737,5.353056665,34.4014587,3.577051878,35.76793701
28200,0.056832504,-1.94759047,0.142617299,2.051412582,1.70135963,5.481394995,16.3556938,3.543676615,34.59387401
28300,0.091907911,-2.019077063,0.132777954,2.938875437,1.6322155,5.115194888,17.8820782,3.429184914,30.85148587
28400,0.079483002,-1.96475625,0.140190054,4.576185226,1.656575441,5.24133083,16.1542034,3.630272865,37.72310854
28500,0.057551287,-2.030984879,0.131206235,3.694601774,1.635738015,5.133245012,14.7693005,3.682672977,39.75250975
28600,0.064070433,-1.970546246,0.139380699,3.521571159,1.689208746,5.415194215,17.9161434,3.608311176,36.90367635
28700,0.077186652,-1.97783649,0.138368275,2.825775862,1.683013082,5.381747209,9.6178875,3.627260447,37.60964173
28800,0.046626773,-2.011991978,0.133722038,3.206613779,1.661964893,5.269654989,28.4971523,3.569693565,35.5057113
28900,0.066661537,-1.9529562,0.141854102,4.73045969,1.643529773,5.173398242,34.140789,3.628567219,37.65882109
29000,0.046518851,-1.966651082,0.139924669,3.111337185,1.641795039,5.164431554,20.4432087,3.610169411,36.97231579
29100,0.087750927,-2.002104521,0.135050767,2.719053745,1.645517707,5.183692846,34.2261162,3.635356188,37.91535548
29200,0.072764948,-2.01502037,0.133317688,2.535681486,1.69663012,5.455531894,21.7012539,3.721762896,41.33720309
29300,0.101554766,-1.993780136,0.136179674,4.703763008,1.67399478,5.33343118,51.7275009,3.553718805,34.94302246
29400,0.077825218,-2.041172981,0.129876279,7.103856564,1.648655772,5.199985162,25.1630535,3.514761209,33.60790172
29500,0.106924012,-2.051711321,0.128514785,5.061844349,1.644692659,5.179417817,17.7935467,3.497298956,33.02612635
29600,0.072900034,-2.01687932,0.133070087,3.45223093,1.631750464,5.112816694,18.8030052,3.438596725,31.143225
29700,0.076897971,-1.981945157,0.137800932,3.672057629,1.64417243,5.176724032,20.4344082,3.627508163,37.61895943
29800,0.0744773,-2.013310432,0.133545848,3.364442825,1.614087343,5.023301281,13.9474306,3.577813148,35.79517646
29900,0.048498992,-2.020122528,0.132639212,5.189964771,1.618500948,5.045521146,10.0385351,3.578568459,35.82222313
30000,0.06977544,-2.008204937,0.134229409,2.716790915,1.639032722,5.150185439,10.849576,3.482370377,32.5367551
30100,0.050270956,-2.043572664,0.129564991,2.947774649,1.638640642,5.148166553,29.174799,3.524659395,33.94221077
30200,0.098656394,-1.992457271,0.13635994,4.95891571,1.63491106,5.129001805,24.3512859,3.58449626,36.03520076
30300,0.081513621,-2.010447264,0.13392876,3.644630671,1.691827536,5.429394055,13.0647659,3.465653419,31.99736064
30400,0.051292315,-2.02938509,0.131416306,5.160840988,1.634285808,5.125795885,50.9446526,3.504012108,33.24858161
30500,0.064394638,-2.045154095,0.129360255,4.21013689,1.686767101,5.401988364,17.9595566,3.637160778,37.98383893
30600,0.084855966,-1.977824569,0.138369924,3.778591394,1.710122466,5.529638629,25.7193336,3.55529356,34.9980925
30700,0.064874552,-2.001353264,0.135152263,4.669945717,1.624448299,5.075618043,16.8791199,3.501558781,33.16711194
30800,0.053684112,-2.048166037,0.128971215,3.188683987,1.601778388,4.961848675,20.5501709,3.443698168,31.3025063
30900,0.069759049,-2.007296324,0.134351427,3.633250475,1.659310699,5.255686843,39.7847862,3.59835124,36.53794246
31000,0.072639987,-2.006217003,0.134496513,2.378066301,1.614938021,5.027576308,15.4365501,3.654600143,38.65206274
31100,0.058379259,-1.983719707,0.137556614,3.580920458,1.641712785,5.164006774,37.8523102,3.617861748,37.25781598
31200,0.057960611,-1.99551034,0.135944259,2.050277233,1.639959216,5.154959269,16.6349869,3.5719347,35.58537362
31300,0.062963583,-2.035824537,0.130572776,2.933734894,1.593293309,4.919925112,10.8321505,3.551275015,34.85773329
31400,0.080314077,-2.073040962,0.125802638,4.307153225,1.591275573,4.910008008,29.5129509,3.470426321,32.15044593
31500,0.074355021,-2.081868649,0.12469698,3.123877764,1.623078346,5.068669445,17.7115612,3.658559561,38.80540577
31600,0.077675514,-2.097668409,0.12274228,4.923775673,1.647679925,5.194913246,20.5020905,3.463470459,31.92758785
31700,0.052230477,-2.03709197,0.130407389,3.28083539,1.572712898,4.819705845,13.4822731,3.451391697,31.54426183
31800,0.071362995,-2.046754837,0.129153348,4.571865559,1.611458898,5.010115144,43.7871971,3.575228214,35.70276777
31900,0.069801688,-2.068624973,0.12635941,3.777725458,1.637760282,5.143636304,28.4036961,3.512896776,33.5453004
32000,0.047172014,-2.037918091,0.130299701,6.37796402,1.640501499,5.157755474,11.7522678,3.479649067,32.44833288
32100,0.049490698,-2.054121256,0.128205446,5.60097456,1.679078579,5.360614312,28.6959419,3.688663244,39.99135254
32200,0.073212542,-2.081899405,0.124693144,4.923467636,1.599958301,4.95282589,22.8568649,3.667229414,39.14330559
32300,0.059319723,-2.059026718,0.127578079,3.974627018,1.639194727,5.151019864,14.9149284,3.529327869,34.10103956
32400,0.052526791,-2.051230192,0.128576632,2.742829084,1.653017521,5.222715727,15.3570795,3.501957893,33.180352
32500,0.120558612,-2.041679859,0.129810464,3.81492281,1.61513257,5.028554516,15.2886457,3.565208673,35.34682858
32600,0.094344445,-2.091165066,0.123543116,3.190793991,1.642625332,5.168721324,8.48303413,3.621735096,37.40240832
32700,0.05796719,-2.050894022,0.128619863,3.101693153,1.643245101,5.171925731,10.1358671,3.510697365,33.47160156
32800,0.073731773,-2.066326857,0.126650132,4.843688965,1.595551729,4.931048925,55.0431366,3.435344696,31.04211081
32900,0.111338124,-2.049468517,0.128803342,3.973413944,1.568247676,4.798232764,36.4363937,3.51844573,33.73195913
33000,0.140680417,-2.011268616,0.133818802,3.624539614,1.645387888,5.183019948,15.0930595,3.557496786,35.07528622
33100,0.04829178,-2.021615744,0.132441301,2.79375124,1.606123328,4.983454515,38.5060844,3.554640293,34.97523687
33200,0.046819847,-2.060005188,0.127453309,3.102054834,1.632772326,5.118043957,40.314846,3.587042809,36.1270831
33300,0.087906227,-2.054357052,0.128175219,3.390754938,1.59815526,4.94390379,17.3217621,3.504377604,33.26073604
33400,0.059633501,-2.025596142,0.13191518,4.13359642,1.633080006,5.119618915,30.070261,3.58513236,36.05813007
33500,0.050198074,-2.032260418,0.131038983,4.370083809,1.67287302,5.327451707,34.4024849,3.49693203,33.01401043
33600,0.094381928,-2.021267414,0.132487442,4.481041431,1.633366227,5.12108447,41.7390289,3.498589516,33.06877606
33700,0.054523129,-2.054189682,0.128196674,6.506230831,1.652377248,5.219372833,43.4562416,3.438615561,31.14381159
33800,0.066403747,-2.0093503,0.134075755,2.55265975,1.636902094,5.139223993,13.971406,3.47037816,32.14889759
33900,0.115083396,-1.970838904,0.139339914,3.583494663,1.636238217,5.135813315,11.0965033,3.459161043,31.79029464
34000,0.080485076,-1.983617306,0.137570701,4.521386147,1.62782836,5.092802964,15.0843487,3.508188248,33.38772267
34100,0.079712726,-2.003693581,0.134836333,3.408508778,1.633802056,5.123316874,23.1175575,3.555336714,34.99960283
34200,0.037074853,-2.015729427,0.133223191,4.035839558,1.59875679,4.946878592,26.6779995,3.612361193,37.05343992
34300,0.063293226,-2.044716835,0.129416831,3.051574707,1.625337601,5.080133804,50.9862747,3.613467932,37.09447111
34400,0.065032363,-2.071155787,0.126040022,4.174973488,1.602740049,4.966622588,16.7690144,3.527863979,34.05115591
34500,0.079490207,-2.058911562,0.127592771,3.041419029,1.589523792,4.901414281,8.34737015,3.650041342,38.47625669
34600,0.045595009,-1.980936289,0.137940025,3.427093267,1.60202992,4.963096894,13.9421225,3.562590599,35.25440899
34700,0.069243178,-2.043914557,0.129520701,3.171291113,1.607396841,4.989805051,42.4205093,3.51875186,33.74228706
34800,0.068335146,-2.057888746,0.127723342,3.569851875,1.601320267,4.959576067,25.6901913,3.589108467,36.20178645
34900,0.043522026,-2.040849209,0.129918336,2.741133213,1.643775463,5.174669452,13.5425529,3.508649349,33.40312135
35000,0.046035856,-2.089654207,0.123729913,2.814502001,1.603255987,4.969185718,15.153758,3.442873001,31.27668717
35100,0.072098278,-2.121298552,0.119875862,3.877596855,1.59836936,4.944962393,27.9043274,3.484885931,32.61870611
35200,0.069634631,-2.097404718,0.12277465,5.172267437,1.58718574,4.889967907,30.1888218,3.560570478,35.18326271
35300,0.161243409,-2.120994568,0.119912308,3.135338783,1.611005664,5.007844905,31.7168827,3.433015347,30.96988704
35400,0.059711546,-2.086436987,0.124128621,2.473196268,1.594092846,4.923860345,18.0885544,3.516151905,33.65467259
35500,0.04300249,-2.056410551,0.127912281,3.320394039,1.592704415,4.917028651,10.214324,3.513058662,33.55073136
35600,0.046420448,-2.108208179,0.121455398,4.217938423,1.607845664,4.992045093,20.8094463,3.531332731,34.16947601
35700,0.094770506,-2.138753176,0.117801629,2.258620977,1.551167488,4.71697398,20.9473095,3.389071703,29.63842623
35800,0.066996396,-2.011471033,0.133791718,7.844622612,1.59177649,4.912468133,68.66082,3.467934847,32.07044363
35900,0.064651497,-2.059349775,0.127536871,3.330374718,1.578229666,4.84636852,17.8974285,3.456173182,31.6954514
36000,0.062882297,-2.078021765,0.125177598,2.685633183,1.564671159,4.781102454,13.023242,3.488791227,32.74634089
36100,0.055299398,-2.075844049,0.125450496,3.807768345,1.598881364,4.947494881,14.3858604,3.648683548,38.42404932
36200,0.073617801,-2.066372156,0.126644395,2.638312101,1.614202738,5.023880976,29.3860703,3.508533239,33.39924314
36300,0.041803379,-2.089925766,0.123696318,3.632474899,1.592914224,4.918060393,16.8170643,3.511116982,33.48564975
36400,0.057517413,-2.099362612,0.122534505,3.325357437,1.552356005,4.722583515,18.7151527,3.520194769,33.79100926
36500,0.046459939,-2.066057682,0.126684228,2.302063704,1.60193193,4.962610583,15.1488256,3.565850973,35.36953913
36600,0.079020567,-2.093833923,0.123213837,3.857812405,1.591793299,4.912550705,28.8948975,3.521242857,33.82644378
36700,0.066598654,-2.134305,0.118326799,3.468230963,1.580786943,4.858777891,22.4955521,3.531199217,34.1649142
36800,0.056314971,-2.132825851,0.118501951,2.852261066,1.598635912,4.946280658,25.101408,3.577221394,35.77400075
36900,0.070641212,-2.101825476,0.122233091,4.51367712,1.620049596,5.053340935,8.61875534,3.511427641,33.496054
37000,0.058283664,-2.101517916,0.122270691,3.840436935,1.573407888,4.823056658,15.8632202,3.671576738,39.31384466
37100,0.074493498,-2.125812531,0.119335965,3.251414776,1.578620553,4.848263274,16.8677044,3.503390074,33.22790629
37200,0.074602343,-2.141219139,0.117511493,2.628672838,1.585909247,4.883729879,22.7836723,3.57593441,35.72798982
37300,0.061987869,-2.0861063,0.124169675,3.692846537,1.595567346,4.931125931,21.6932068,3.440159798,31.19194217
37400,0.055791188,-2.124370098,0.119508223,2.51376009,1.583650351,4.872710488,13.7736254,3.54649806,34.69161657
37500,0.039664492,-2.111020803,0.121114269,2.501229525,1.563451767,4.77527597,13.7488775,3.410814524,30.28990606
37600,0.0498407,-2.117899418,0.12028403,3.423463106,1.60050416,4.955530174,16.3706856,3.529186487,34.09621862
37700,0.047116879,-2.090239048,0.123657572,2.65997529,1.623758674,5.072118973,18.3244648,3.588023424,36.16252726
37800,0.052663159,-2.055357218,0.128047087,3.156261206,1.589555144,4.901567953,14.3344355,3.575971127,35.72930165
37900,0.086036526,-2.089235067,0.123781784,4.127563953,1.573251367,4.822301803,26.9593601,3.464112282,31.94808628
38000,0.041850749,-2.089771271,0.12371543,5.072298527,1.543934584,4.682979645,17.438921,3.479584694,32.44624415
38100,0.059915192,-2.08458519,0.124358695,4.865806103,1.564572096,4.780628847,42.473114,3.456054211,31.69168079
38200,0.06253776,-2.037668228,0.130332262,3.563248634,1.666902661,5.295739669,25.2034607,3.63889432,38.0497426
38300,0.046702109,-2.067400694,0.126514204,3.302051783,1.633659005,5.12258403,23.8705311,3.494968176,32.94923936
38400,0.064589143,-2.109014034,0.121357562,2.59178257,1.622764111,5.067076938,15.8123455,3.516707182,33.67336544
38500,0.056679133,-2.105674505,0.121763516,2.421037197,1.661914468,5.26938927,16.04632,3.514865875,33.6114195
38600,0.047332458,-2.123602867,0.119599949,5.410600185,1.605917335,4.98242806,47.1179314,3.51068759,33.47127438
38700,0.084693633,-2.104556799,0.121899688,2.693742514,1.61697948,5.037850383,16.5273113,3.449759007,31.49280183
38800,0.047589857,-2.092039824,0.123435093,2.225899935,1.614413142,5.024938134,20.9116669,3.517551661,33.70181389
38900,0.045682769,-2.127817631,0.119096924,4.122403145,1.587059617,4.889351206,20.9736729,3.439269066,31.16417088
39000,0.06892506,-2.119909286,0.120042517,2.664294958,1.602814913,4.96699442,46.6005783,3.550384521,34.82670653
39100,0.058531418,-2.117511988,0.12033064,3.499697447,1.617573142,5.040842053,28.9102497,3.529714346,34.11422136
39200,0.041525524,-2.104834318,0.121865864,2.737593889,1.554316878,4.731852989,34.0889511,3.562644482,35.25630864
39300,0.038625475,-2.133046865,0.118475764,1.942456961,1.597499132,4.940661021,14.5930691,3.456723928,31.71291238
39400,0.086014815,-2.118149757,0.120253922,4.546837807,1.578209877,4.846272618,22.1437416,3.492704868,32.87474942
39500,0.054477241,-2.119155169,0.120133078,3.124392033,1.584749222,4.878067912,24.1125088,3.392718315,29.74670338
39600,0.072995029,-2.11175561,0.121025307,2.375738382,1.564839125,4.781905583,22.6450272,3.490745783,32.81040802
39700,0.037445016,-2.111467361,0.121060197,3.385059118,1.551806211,4.719987784,37.3278999,3.493748903,32.90908973
39800,0.048964821,-2.113841057,0.120773178,3.786999464,1.575926423,4.835219002,29.2206955,3.536896229,34.3601076
39900,0.052906174,-2.094064236,0.123185462,4.695504189,1.6421628,5.166331178,19.6780148,3.496836185,33.01084637
40000,0.094207846,-2.05305624,0.128342059,6.328622341,1.625267029,5.079775302,69.3936615,3.484374046,32.60201337
40100,0.055472177,-2.095540524,0.123003739,2.320420742,1.578248262,4.846458647,7.20486259,3.52410531,33.92340911
40200,0.045943495,-2.110158205,0.121218787,3.37806797,1.570260286,4.807899461,20.2908955,3.47589922,32.32688444
40300,0.064098321,-2.064411879,0.126892897,2.962355614,1.592456698,4.915810771,18.5808697,3.514024019,33.58313543
40400,0.046757273,-2.093379736,0.123269812,3.985307217,1.573686242,4.82439936,24.861805,3.477230787,32.36995855
40500,0.052873578,-2.133369207,0.11843758,2.828393698,1.576858878,4.839729729,19.2985573,3.467503548,32.05661466
40600,0.054837849,-2.102662086,0.122130872,4.540289402,1.585728049,4.882845037,28.4261436,3.550418377,34.82788562
40700,0.059328675,-2.135015726,0.118242731,2.341558456,1.585283041,4.880672613,31.7259617,3.388737679,29.62852793
40800,0.04511923,-2.083654881,0.124474441,2.701887369,1.550358415,4.713159145,14.5625229,3.463740826,31.93622117
40900,0.031998273,-2.101029873,0.122330379,2.868031502,1.54293859,4.678317749,11.9363766,3.44797039,31.43652364
41000,0.048139028,-2.110182285,0.121215869,2.33182025,1.598174334,4.943998089,17.8213692,3.577020884,35.76682843
41100,0.042378329,-2.103997231,0.121967919,3.395329714,1.549390674,4.708600234,17.713747,3.549893618,34.80961416
41200,0.066813387,-2.106673717,0.12164191,4.109375477,1.605371833,4.979710879,25.2075596,3.564982414,35.33883194
41300,0.053992178,-2.089083195,0.123800585,3.923725128,1.587942839,4.893671495,18.631403,3.459011555,31.78554271
41400,0.062133629,-2.091911793,0.123450898,3.023009777,1.561315417,4.7650852,12.0657711,3.536885738,34.35974715
41500,0.059788883,-2.168339252,0.114367395,2.386200666,1.577661157,4.843614099,20.6465454,3.449068546,31.47106481
41600,0.057622954,-2.120378256,0.119986234,3.818715334,1.593819737,4.922515781,16.2764549,3.472084999,32.20381742
41700,0.055368416,-2.124798775,0.119457004,4.227469444,1.558585048,4.752092502,15.059371,3.464083672,31.94717225
41800,0.051276907,-2.130293369,0.118802436,2.811971188,1.580831289,4.858993362,13.1186104,3.430975676,30.90678304
41900,0.067577004,-2.114236593,0.120725417,3.284053087,1.563182116,4.773988483,14.1049309,3.609708071,36.95526292
42000,0.055824917,-2.132894278,0.118493843,2.73010397,1.578439951,4.847387747,23.0930328,3.504311562,33.25853951
42100,0.059482425,-2.139078856,0.11776327,4.319506168,1.583297968,4.870993731,17.4567757,3.46696949,32.03949915
42200,0.064279534,-2.150006533,0.116483397,3.059839487,1.605722427,4.981457044,10.7028255,3.596153259,36.45772096
42300,0.050776534,-2.114714146,0.120667778,3.084034443,1.561287165,4.764950576,15.8502836,3.580549479,35.893258
42400,0.04508831,-2.157860518,0.115572121,2.561869621,1.61197567,5.012704901,12.0893326,3.599561453,36.58218791
42500,0.062798426,-2.083087206,0.124545122,4.063189983,1.579037786,4.850286549,16.9162998,3.433768749,30.99322863
42600,0.114975296,-2.103684902,0.122006019,3.84535861,1.633963108,5.12414206,45.8636665,3.472929955,32.23103971
42700,0.053850926,-2.0862813,0.124147947,3.007895947,1.582521439,4.86721273,20.4422836,3.52412653,33.92412895
42800,0.080148667,-2.128939152,0.118963429,2.983374119,1.570465565,4.808886521,18.8797436,3.483255386,32.5655632
42900,0.044460468,-2.115934849,0.120520568,1.955598712,1.568772316,4.800750769,15.8657637,3.436855555,31.0890465
43000,0.065120935,-2.130720139,0.118751745,3.482046843,1.558553815,4.751944083,9.48971558,3.397894859,29.90108775
43100,0.044030592,-2.133226156,0.118454524,3.369800091,1.524827361,4.594350337,31.2825909,3.481335878,32.50311329
43200,0.068002239,-2.114886761,0.120646951,2.458348989,1.531450748,4.624881497,20.2988224,3.453794479,31.62014696
43300,0.081755772,-2.137937546,0.117897751,6.090467453,1.546126723,4.693256651,22.5690384,3.43576932,31.05529482
43400,0.072592974,-2.137253284,0.117978452,5.589636803,1.537427187,4.652604577,39.1253014,3.451437712,31.54571336
43500,0.050711744,-2.156227589,0.115760996,1.865024447,1.503356576,4.496757475,21.3090611,3.608601809,36.91440331
43600,0.065830372,-2.184892416,0.112489835,2.874334574,1.498972297,4.47708559,17.8260593,3.497470379,33.03178828
43700,0.058679897,-2.181486845,0.11287358,2.787151814,1.546314836,4.694139593,9.20264816,3.459908962,31.8140801
43800,0.087884076,-2.175136566,0.11359264,2.722549915,1.536959767,4.650430367,90.3088913,3.454808712,31.65223341
43900,0.043819524,-2.185814857,0.112386118,2.299515963,1.503001928,4.495162993,34.4516945,3.486978531,32.68703548
44000,0.047658738,-2.197171688,0.111116988,2.006342649,1.537915707,4.654878022,11.5638819,3.458994627,31.78500466
44100,0.039765239,-2.194816828,0.111378961,3.26466608,1.51859808,4.565819791,11.7745228,3.487506151,32.70428638
44200,0.057891849,-2.202736378,0.110500374,3.361212015,1.52464354,4.593505878,12.0207024,3.385879278,29.54395866
44300,0.042460959,-2.172488213,0.113893872,3.519709826,1.545761108,4.69154104,45.5601997,3.442273855,31.25795348
44400,0.096007243,-2.175587416,0.113541438,3.917491674,1.531124234,4.623371654,15.1173019,3.435135365,31.0356134
44500,0.071128093,-2.162467003,0.115040964,2.578996897,1.524379611,4.592293677,14.4268389,3.451762438,31.55595874
44600,0.039100662,-2.131165504,0.118698869,3.321374655,1.518491149,4.56533159,14.928689,3.480603218,32.47930827
44700,0.056226529,-2.099669933,0.122496854,4.409167767,1.58806169,4.89425315,23.3450928,3.386259794,29.55520275
44800,0.056553319,-2.062709332,0.127109122,3.437308311,1.570717573,4.810098553,28.3156567,3.425136805,30.72684814
44900,0.047006447,-2.101345539,0.122291769,3.324172258,1.556627154,4.742797514,22.0935535,3.409151077,30.23956231
45000,0.075038284,-2.153184414,0.116113814,2.158984661,1.520404339,4.574074297,16.5235634,3.389214039,29.64264514
45100,0.056129608,-2.167357206,0.114479764,3.561701298,1.565059543,4.782959718,35.2669296,3.448784351,31.46212217
45200,0.049802225,-2.178984165,0.113156421,3.78268981,1.550369978,4.713213645,31.6820087,3.461855412,31.8760649
45300,0.054112766,-2.187515974,0.112195098,2.51197648,1.615346432,5.029630045,38.995697,3.506355286,33.32658029
45400,0.039817687,-2.162940741,0.114986478,3.781798601,1.600688338,4.95644296,14.223176,3.540750504,34.49279644
45500,0.082460627,-2.172271729,0.113918531,2.959974527,1.514650822,4.547832845,144.904984,3.394533873,29.80075929
45600,0.048061315,-2.143340588,0.117262462,3.630728245,1.542602181,4.676744188,24.4432487,3.557678223,35.08165073
45700,0.053433366,-2.159597158,0.115371588,2.047636747,1.509237885,4.523282221,15.2992344,3.417132854,30.48189359
45800,0.041242816,-2.138518095,0.117829326,3.869795561,1.573429823,4.82316245,39.7556267,3.439882755,31.18330188
45900,0.05210539,-2.142235518,0.117392117,2.683567762,1.514764667,4.548350622,14.695714,3.380421638,29.38315757
46000,0.04365164,-2.144219398,0.117159456,3.350585461,1.542371988,4.675667757,28.1789608,3.520254374,33.79302342
46100,0.060968742,-2.187262297,0.112223563,4.47812891,1.545131922,4.688590113,24.3997154,3.464064837,31.94657053
46200,0.06607122,-2.183095694,0.11269213,4.751157761,1.52501297,4.595203169,13.7086248,3.515680075,33.63879704
46300,0.059801713,-2.190896988,0.111816406,2.747397423,1.525745988,4.59857277,16.8226738,3.362884045,28.87234004
46400,0.04303322,-2.177231312,0.113354941,2.084444523,1.500565886,4.484225915,16.6866341,3.430565357,30.89410402
46500,0.069441512,-2.190752506,0.111832562,3.404329538,1.524930239,4.594823017,20.1508732,3.393722534,29.77659059
46600,0.030303912,-2.207401752,0.109986049,2.908233166,1.523882151,4.590009761,13.5750055,3.434228897,31.00749338
46700,0.076714538,-2.222670078,0.108319501,3.324950933,1.51977551,4.571198891,32.9256783,3.416566133,30.46462375
46800,0.069367707,-2.201795101,0.110604434,2.721386909,1.50506413,4.50444249,11.5373316,3.371916294,29.13430349
46900,0.059109304,-2.186159134,0.112347432,3.280829668,1.517686963,4.561661691,22.2055569,3.455161333,31.66339662
47000,0.047739197,-2.167301416,0.114486151,3.066028595,1.553293824,4.727014523,18.9194107,3.457711697,31.74425286
47100,0.05589008,-2.191196203,0.111782953,3.292938948,1.493901253,4.45443956,19.1014156,3.414570808,30.40389753
47200,0.054643765,-2.179062843,0.113147518,3.189373016,1.506440759,4.510647706,46.5202522,3.394144773,29.78916609
47300,0.046572682,-2.179712296,0.113074058,3.196288586,1.537111998,4.651138357,12.7791166,3.45554018,31.67539448
47400,0.053860649,-2.184298515,0.112556663,4.002473354,1.543500304,4.680946365,20.5474834,3.44700551,31.4062058
47500,0.049545426,-2.19819355,0.1110035,5.680967331,1.590051889,4.904003388,29.8045139,3.424182177,30.69752942
47600,0.048032302,-2.176114559,0.113481601,2.376366377,1.525653124,4.598145747,17.3799343,3.475814581,32.32414845
47700,0.070207596,-2.137464285,0.117953561,3.098083973,1.52469337,4.593734776,10.4244699,3.51034379,33.45976894
47800,0.044025544,-2.13147831,0.118661745,3.511303902,1.523190737,4.586837261,17.842083,3.376241207,29.26057969
47900,0.039470349,-2.174457073,0.113669851,3.524184465,1.541867256,4.673308393,28.8071003,3.46497941,31.97580139
